ClaimIdentifier,Claim Type,Insured ID  Number,Patient_LastName,Patient_FirstName,Patient_MI,Patient_DOB,Patient_Sex,Insureds_LastName,Insureds_FirstName,Insureds_MI,Patient_Address1,Patient_Address2,Patient_City,Patient_State,Patient_Zip,Patient_Phone,Patient_RelationshipToInsured,Insureds_Address1,Insureds_Address2,Insureds_City,Insureds_State,Insureds_Zip,Insureds_Phone,Patient_Status_Marriage,Patient_Status_Employment,Patient_ConditionRelatedTo_Employment,Patient_ConditionRelatedTo_AutoAccident,Patient_ConditionRelatedTo_OtherAccident,Date_Of_Current,First_Date_Of_Illness,Provider_Referring_Name,Provider_Referring_NPI,DiagnosisCode1,DiagnosisCode2,DiagnosisCode3,DiagnosisCode4,CLM_1_From_Date,CLM_1_To_Date,CLM_1_PlaceOfService,CLM_1_CPT,CLM_1_CPT_Mod1,CLM_1_CPT_Mod2,CLM_1_CPT_Mod3,CLM_1_CPT_Mod4,CLM_1_CPT_DiagnosisPointer,CLM_1_CPT_Charges,CLM_1_CPT_DaysOrUnits,CLM_1_NPI,CLM_2_From_Date,CLM_2_To_Date,CLM_2_PlaceOfService,CLM_2_CPT,CLM_2_CPT_Mod1,CLM_2_CPT_Mod2,CLM_2_CPT_Mod3,CLM_2_CPT_Mod4,CLM_2_CPT_DiagnosisPointer,CLM_2_CPT_Charges,CLM_2_CPT_DaysOrUnits,CLM_2_NPI,CLM_3_From_Date,CLM_3_To_Date,CLM_3_PlaceOfService,CLM_3_CPT,CLM_3_CPT_Mod1,CLM_3_CPT_Mod2,CLM_3_CPT_Mod3,CLM_3_CPT_Mod4,CLM_3_CPT_DiagnosisPointer,CLM_3_CPT_Charges,CLM_3_CPT_DaysOrUnits,CLM_3_NPI,CLM_4_From_Date,CLM_4_To_Date,CLM_4_PlaceOfService,CLM_4_CPT,CLM_4_CPT_Mod1,CLM_4_CPT_Mod2,CLM_4_CPT_Mod3,CLM_4_CPT_Mod4,CLM_4_CPT_DiagnosisPointer,CLM_4_CPT_Charges,CLM_4_CPT_DaysOrUnits,CLM_4_NPI,CLM_5_From_Date,CLM_5_To_Date,CLM_5_PlaceOfService,CLM_5_CPT,CLM_5_CPT_Mod1,CLM_5_CPT_Mod2,CLM_5_CPT_Mod3,CLM_5_CPT_Mod4,CLM_5_CPT_DiagnosisPointer,CLM_5_CPT_Charges,CLM_5_CPT_DaysOrUnits,CLM_5_NPI,CLM_6_From_Date,CLM_6_To_Date,CLM_6_PlaceOfService,CLM_6_CPT,CLM_6_CPT_Mod1,CLM_6_CPT_Mod2,CLM_6_CPT_Mod3,CLM_6_CPT_Mod4,CLM_6_CPT_DiagnosisPointer,CLM_6_CPT_Charges,CLM_6_CPT_DaysOrUnits,CLM_6_NPI,FedTaxID,PatientAccountNumber,TotalCharge,AmountPaid,BalanceDue,ServiceFacility,BillingProviderInfo,DataGenesis,DataType
20,MEDICAID,7BrS0637X68z,Backsal,Diego, ,2/7/1989,M,Backsal,Diego, ,0 Raven Plaza,UNIT 251,Washington,D.C.,20271,202-174-1836,SELF,0 Raven Plaza,UNIT 251,Washington,D.C.,20271,202-174-1836,MARRIED,EMPLOYED,NO,NO,NO,8/16/2019,,,,E11.42,,,,8/16/2019,8/16/2019,11,99223,,,,,1,357.92,1,1214955140,8/16/2019,8/16/2019,2,99309,,,,,1,1002.29,1,2303217404,8/16/2019,8/16/2019,2,99349,,,,,1,1459.41,1,2292387037,8/16/2019,8/16/2019,11,99223,,,,,1,1837.53,1,1513476213,8/16/2019,8/16/2019,21,99395,,,,,1,323.53,1,2747742614,8/16/2019,8/16/2019,12,99213,,,,,1,1085.56,1,2951611356,18-8524937,169-20-8117,6066.24,0,6066.24,"46118 Portage Junction, Washington D.C., 20051","46118 Portage Junction, Washington D.C., 20051",Noisy,Claim
21,MEDICAID,38LlEekY76Y1,Assante,Shawnee, ,10/28/1998,F,Assante,Shawnee, ,3 Stoughton Plaza,,Washington,D.C.,20098,202-846-6587,SELF,3 Stoughton Plaza,,Washington,D.C.,20098,202-846-6587,SINGLE,FULL-TIME STUDENT,NO,YES,NO,11/6/2018,,,,R29.6,,,,11/6/2018,11/6/2018,11,99222,0Y,,,,1,1294.38,1,1528997797,11/6/2018,11/6/2018,2,93000,76,,,,1,1467.7,1,1018493702,11/6/2018,11/6/2018,21,99205,V4,,,,1,1554.84,1,1085601728,11/6/2018,11/6/2018,11,99213,ER,,,,1,885.78,1,2292387037,11/6/2018,11/6/2018,21,99233,T4,,,,1,1241.85,1,1528997797,11/6/2018,11/6/2018,2,90471,WG,,,,1,1958.41,1,2747742614,73-7016692,381-95-1970,8402.96,0,8402.96,"1 Kim Pass, Washington D.C., 20051","1 Kim Pass, Washington D.C., 20051",Noisy,Claim
22,MEDICAID,2tHv3433tG4l,Frampton,Marie, ,4/1/1985,F,Frampton,Marie, ,4005 Waywood Plaza,,Washington,D.C.,20417,202-824-5314,SELF,4005 Waywood Plaza,,Washington,D.C.,20417,202-824-5314,OTHER,PART-TIME STUDENT,NO,NO,NO,5/23/2020,1/14/2017,DC Health Practice,2525942599,E78.00,E11.42,,,5/23/2020,5/23/2020,31,99212,J1,C9,HA,,1,712.59,1,2374300175,5/23/2020,5/23/2020,2,99231,87,4Y,EK,,1,1784.38,1,2292387037,5/23/2020,5/23/2020,2,99203,P7,K7,K3,,1,977.03,1,2374300175,5/23/2020,5/23/2020,2,81002,TH,EI,K3,,1,1467.53,1,1900020073,5/23/2020,5/23/2020,2,99204,Q7,KE,74,,1,1481.17,1,2867882669,5/23/2020,5/23/2020,31,99348,54,VP,32,,1,889.19,1,2951611356,63-3246493,690-09-9696,7311.89,0,7311.89,"34670 Transport Trail, Washington D.C., 20058","34670 Transport Trail, Washington D.C., 20058",Noisy,Claim
23,MEDICAID,10k39609J4U1,Solon,Kellen, ,2/10/1956,F,Solon,Kellen, ,745 Sachs Lane,SUITE 834,Washington,D.C.,20339,202-836-8862,SELF,745 Sachs Lane,SUITE 834,Washington,D.C.,20339,202-836-8862,SINGLE,FULL-TIME STUDENT,NO,NO,NO,6/18/2018,1/9/2016,Dr. Flor Pogson,1581560652,I10,J00,,,6/18/2018,6/18/2018,12,99309,,,,,1,1180.53,1,1900020073,6/18/2018,6/18/2018,11,90471,,,,,1,1250.99,1,2747742614,6/18/2018,6/18/2018,11,99211,,,,,1,1821.86,1,2047646400,6/18/2018,6/18/2018,31,99214,,,,,1,1963.02,1,1153393968,6/18/2018,6/18/2018,11,99211,,,,,1,1360.19,1,1173434577,6/18/2018,6/18/2018,11,99214,,,,,1,1134.67,1,2303217404,78-2060076,844-54-2469,8711.26,0,8711.26,"8911 Stephen Place, Washington D.C., 20054","8911 Stephen Place, Washington D.C., 20054",Noisy,Claim
24,MEDICAID,8j3J4B3sE7Lm,Catterick,Zerk, ,12/2/1958,M,Catterick,Zerk, ,9404 Bunting Crossing,UNIT 973,Washington,D.C.,20544,202-870-4020,SELF,9404 Bunting Crossing,UNIT 973,Washington,D.C.,20544,202-870-4020,MARRIED,EMPLOYED,NO,NO,NO,1/22/2020,9/1/2016,Dr. Hannis Gummery,2107071811,E11.42,E11.9,,R05,1/22/2020,1/22/2020,12,99205,H4,3V,0H,,1,1430.81,1,2303217404,1/22/2020,1/22/2020,21,99213,32,QU,5A,,1,328.1,1,1581560652,1/22/2020,1/22/2020,21,99310,N6,7A,0F,,1,807.25,1,1153393968,1/22/2020,1/22/2020,12,99222,PJ,B1,0F,,1,571.96,1,2303217404,1/22/2020,1/22/2020,21,90471,19,N0,44,,1,1727.68,1,2107071811,1/22/2020,1/22/2020,11,99212,88,1I,4L,,1,1216.46,1,1085601728,28-7506316,342-99-0290,6082.26,0,6082.26,"6431 Luster Terrace, Washington D.C., 20054","6431 Luster Terrace, Washington D.C., 20054",Noisy,Claim
25,MEDICAID,c9H19K91p9tV,Shalloe,Aleta, ,12/26/1998,F,Shalloe,Aleta, ,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-396-6135,SELF,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-396-6135,SINGLE,PART-TIME STUDENT,NO,NO,NO,7/4/2018,,,,J00,,,,7/4/2018,7/4/2018,2,90688,40,3E,61,,1,1578.55,1,2951611356,7/4/2018,7/4/2018,11,90471,7O,O0,RK,,1,966.54,1,1879008081,7/4/2018,7/4/2018,31,99203,91,E1,1G,,1,887.37,1,1173434577,7/4/2018,7/4/2018,2,99395,F2,H4,1G,,1,375.32,1,2107071811,7/4/2018,7/4/2018,11,99349,8U,8R,P9,,1,1932.36,1,1879008081,7/4/2018,7/4/2018,31,69210,2R,2G,66,,1,709.86,1,2141027533,13-1440497,523-88-5361,6450,0,6450,"52 Declaration Way, Washington D.C., 20057","52 Declaration Way, Washington D.C., 20057",Noisy,Claim
26,MEDICAID,8278Rs90T85I,Pollett,Kerianne, ,4/20/1982,F,Pollett,Kerianne, ,36 Rigney Drive,SUITE 30,Washington,D.C.,20586,202-081-8464,SELF,36 Rigney Drive,SUITE 30,Washington,D.C.,20586,202-081-8464,MARRIED,PART-TIME STUDENT,NO,NO,NO,6/15/2020,,,,G47.00,,R29.6,,6/15/2020,6/15/2020,21,99204,,,,,1,1950.64,1,1214955140,6/15/2020,6/15/2020,21,99232,,,,,1,1875.45,1,1214955140,6/15/2020,6/15/2020,2,99395,,,,,1,1351.11,1,2536050724,6/15/2020,6/15/2020,11,90471,,,,,1,971.21,1,2810623947,6/15/2020,6/15/2020,31,69210,,,,,1,1471.97,1,2402879641,6/15/2020,6/15/2020,21,90688,,,,,1,448.8,1,2525942599,97-2454858,383-60-3713,8069.18,0,8069.18,"60 Spohn Crossing, Washington D.C., 20059","60 Spohn Crossing, Washington D.C., 20059",Noisy,Claim
27,MEDICAID,q9cX4RN8o507,Castanaga,Jerri, ,7/1/1987,M,Castanaga,Jerri, ,71285 Birchwood Terrace,,Washington,D.C.,20150,202-964-0758,SELF,71285 Birchwood Terrace,,Washington,D.C.,20150,202-964-0758,MARRIED,FULL-TIME STUDENT,YES,NO,NO,11/5/2019,,,,M54.31,,,,11/5/2019,11/5/2019,31,99223,X6,GK,G8,,1,636.06,1,2810623947,11/5/2019,11/5/2019,21,99231,54,38,78,,1,1657.61,1,2265005859,11/5/2019,11/5/2019,2,99395,88,B5,4Z,,1,1938.32,1,1900020073,11/5/2019,11/5/2019,11,99215,85,NM,4Z,,1,1670.75,1,2047646400,11/5/2019,11/5/2019,12,99350,7J,49,GK,,1,1702.25,1,1251486319,11/5/2019,11/5/2019,12,99215,RF,C9,K5,,1,1679.06,1,2747742614,23-1568270,173-04-8402,9284.05,0,9284.05,"6690 Hanover Way, Washington D.C., 20060","6690 Hanover Way, Washington D.C., 20060",Noisy,Claim
28,MEDICAID,5cWvBA88x747,Borer,Sybilla, ,4/23/1941,F,Borer,Sybilla, ,9197 Buena Vista Avenue,,Washington,D.C.,20013,202-208-6580,SELF,9197 Buena Vista Avenue,,Washington,D.C.,20013,202-208-6580,OTHER,PART-TIME STUDENT,NO,NO,NO,9/7/2018,,,,R29.6,,,,9/7/2018,9/7/2018,11,99211,6E,11,2V,,1,1591.85,1,2867882669,9/7/2018,9/7/2018,12,99306,3C,61,90,,1,1026.34,1,2292387037,9/7/2018,9/7/2018,31,99204,62,PG,P8,,1,1962.9,1,2047646400,9/7/2018,9/7/2018,12,99232,F8,WR,P8,,1,980.36,1,1879008081,9/7/2018,9/7/2018,31,99309,PI,M2,9Z,,1,555.7,1,1581560652,9/7/2018,9/7/2018,12,99203,VK,KH,NX,,1,1321.92,1,2810623947,79-1151898,669-55-0234,7439.07,0,7439.07,"2889 Brickson Park Terrace, Washington D.C., 20052","2889 Brickson Park Terrace, Washington D.C., 20052",Noisy,Claim
29,MEDICAID,991YS5T7Wif3,Schiesterl,Charmian, ,2/1/2014,F,Schiesterl,Charmian, ,4008 Corscot Drive,,Washington,D.C.,20498,202-517-8276,SELF,4008 Corscot Drive,,Washington,D.C.,20498,202-517-8276,SINGLE,PART-TIME STUDENT,NO,NO,NO,7/26/2019,,,,R29.6,,J30.2,,7/26/2019,7/26/2019,12,99348,N8,MW,19,0Z,1,1172.24,1,1528997797,7/26/2019,7/26/2019,31,99212,LT,53,BP,P8,1,1147.52,1,2810623947,7/26/2019,7/26/2019,11,99348,91,77,XD,RO,1,302.08,1,1581560652,7/26/2019,7/26/2019,21,99232,IL,96,XD,RO,1,376.28,1,2951611356,7/26/2019,7/26/2019,2,99309,1H,IV,4G,92,1,1488.57,1,1214955140,7/26/2019,7/26/2019,12,99211,2,1N,0M,5N,1,1533,1,2810623947,44-1902882,739-50-3573,6019.69,0,6019.69,"9 Surrey Place, Washington D.C., 20056","9 Surrey Place, Washington D.C., 20056",Noisy,Claim
30,MEDICAID,O6S58Z1769I3,Tweddle,Elmer, ,3/28/1981,M,Tweddle,Elmer, ,494 Mcguire Trail,,Washington,D.C.,20455,202-907-3436,SELF,494 Mcguire Trail,,Washington,D.C.,20455,202-907-3436,SINGLE,PART-TIME STUDENT,NO,NO,NO,6/8/2020,,,,F10.1,,,,6/8/2020,6/8/2020,2,99232,0G,SA,6J,,1,521.06,1,1794634850,6/8/2020,6/8/2020,31,93000,43,WT,W5,,1,869.48,1,1327732647,6/8/2020,6/8/2020,21,99212,S1,73,23,,1,909.7,1,2867882669,6/8/2020,6/8/2020,31,99205,D7,D8,23,,1,1240.66,1,2303217404,6/8/2020,6/8/2020,2,99231,NU,VV,W5,,1,1917.45,1,1794634850,6/8/2020,6/8/2020,11,69210,59,7I,AQ,,1,1932.29,1,2637980735,01-6971182,665-53-9342,7390.64,0,7390.64,"89313 Derek Point, Washington D.C., 20055","89313 Derek Point, Washington D.C., 20055",Noisy,Claim
31,MEDICAID,bD974251p365,Catterick,Zerk, ,12/2/1958,M,Catterick,Zerk, ,9404 Bunting Crossing,UNIT 973,Washington,D.C.,20544,202-728-4148,SELF,9404 Bunting Crossing,UNIT 973,Washington,D.C.,20544,202-728-4148,MARRIED,PART-TIME STUDENT,NO,NO,YES,9/21/2018,12/29/2016,Dental Healthcare Associates,1085601728,R11.2,C34.90,,,9/21/2018,9/21/2018,11,99223,,,,,1,1585.2,1,2810623947,9/21/2018,9/21/2018,11,81002,,,,,1,1591.85,1,1327732647,9/21/2018,9/21/2018,31,93000,,,,,1,1589.66,1,2747742614,9/21/2018,9/21/2018,12,99215,,,,,1,1633.93,1,1456122224,9/21/2018,9/21/2018,31,99395,,,,,1,993.69,1,2283062518,9/21/2018,9/21/2018,2,96127,,,,,1,588.69,1,1879008081,18-1199992,342-99-0290,7983.02,0,7983.02,"17 Vermont Plaza, Washington D.C., 20055","17 Vermont Plaza, Washington D.C., 20055",Noisy,Claim
32,MEDICAID,c235Kwl0702z,Overpool,Michele, ,12/2/2010,M,Overpool,Michele, ,2 Meadow Vale Point,SUITE 599,Washington,D.C.,20579,202-841-6004,SELF,2 Meadow Vale Point,SUITE 599,Washington,D.C.,20579,202-841-6004,MARRIED,EMPLOYED,NO,NO,NO,10/6/2019,,,,E78.00,,,R11.2,10/6/2019,10/6/2019,12,99350,J1,,,,1,1407.4,1,1251486319,10/6/2019,10/6/2019,21,99349,HB,,,,1,438.69,1,1456122224,10/6/2019,10/6/2019,2,99309,KL,,,,1,440.58,1,1018493702,10/6/2019,10/6/2019,12,99348,T3,,,,1,1607.24,1,2107071811,10/6/2019,10/6/2019,2,99213,VP,,,,1,1641.56,1,1327732647,10/6/2019,10/6/2019,11,99309,GC,,,,1,1790.15,1,2777193110,80-0061518,242-37-3751,7325.62,0,7325.62,"057 North Lane, Washington D.C., 20059","057 North Lane, Washington D.C., 20059",Noisy,Claim
33,MEDICAID,73S17rb85h96,Shoard,Dorris, ,11/19/1952,F,Shoard,Dorris, ,53 Washington Center,,Washington,D.C.,20120,202-028-1138,SELF,53 Washington Center,,Washington,D.C.,20120,202-028-1138,SINGLE,PART-TIME STUDENT,NO,NO,NO,8/13/2018,11/26/2016,Dr. Rochella Yukhnini,1018493702,U07.1,J30.2,,,8/13/2018,8/13/2018,31,90688,1,JM,6Z,,1,470.77,1,1900020073,8/13/2018,8/13/2018,31,99203,41,7M,N2,,1,843.77,1,2810623947,8/13/2018,8/13/2018,31,99214,36,ZB,0T,,1,691.66,1,1018493702,8/13/2018,8/13/2018,11,99232,Q8,S9,0T,,1,470.96,1,2265005859,8/13/2018,8/13/2018,12,99223,4J,16,85,,1,813.76,1,2536050724,8/13/2018,8/13/2018,12,99306,D7,7R,3B,,1,1515.86,1,1173953828,82-7096728,170-40-8499,4806.78,0,4806.78,"6 Farwell Trail, Washington D.C., 20058","6 Farwell Trail, Washington D.C., 20058",Noisy,Claim
34,MEDICAID,Lg6F641Pa214,Beckham,Jamie, ,6/2/2018,M,Beckham,Jamie, ,80 Bunker Hill Crossing,APT 445,Washington,D.C.,20140,202-051-0178,SELF,80 Bunker Hill Crossing,APT 445,Washington,D.C.,20140,202-051-0178,OTHER,FULL-TIME STUDENT,NO,NO,NO,8/13/2018,,,,U07.2,,J00,,8/13/2018,8/13/2018,31,99233,83,8G,W5,C5,1,1672.27,1,2525942599,8/13/2018,8/13/2018,2,99203,KS,V8,77,25,1,1343.82,1,2265005859,8/13/2018,8/13/2018,11,99222,T2,O4,N9,99,1,510.25,1,2292387037,8/13/2018,8/13/2018,2,90688,DK,F2,N9,99,1,748.11,1,2637980735,8/13/2018,8/13/2018,2,99309,WR,62,E5,FM,1,336.75,1,2536050724,8/13/2018,8/13/2018,11,99232,IH,12,G2,X5,1,1110.67,1,2402879641,87-5755206,238-74-7526,5721.87,0,5721.87,"3 Declaration Trail, Washington D.C., 20058","3 Declaration Trail, Washington D.C., 20058",Noisy,Claim
35,MEDICAID,D52807SoR944,Waterstone,Quincy, ,10/19/1979,M,Waterstone,Quincy, ,4 Sullivan Terrace,,Washington,D.C.,20420,202-026-1942,SELF,4 Sullivan Terrace,,Washington,D.C.,20420,202-026-1942,MARRIED,FULL-TIME STUDENT,NO,NO,NO,7/14/2020,5/26/2016,Dr. Hannis Gummery,2107071811,R06.02,R53.83,,,7/14/2020,7/14/2020,2,99204,34,,,,1,449.42,1,1879008081,7/14/2020,7/14/2020,21,81002,43,,,,1,1296.49,1,1251486319,7/14/2020,7/14/2020,31,99310,65,,,,1,1573.7,1,1251486319,7/14/2020,7/14/2020,31,96127,ER,,,,1,1931.46,1,1456122224,7/14/2020,7/14/2020,31,99205,7T,,,,1,1087.53,1,2637980735,7/14/2020,7/14/2020,21,99215,A2,,,,1,1744.45,1,1528997797,02-2872495,515-58-0812,8083.05,0,8083.05,"290 Oxford Pass, Washington D.C., 20051","290 Oxford Pass, Washington D.C., 20051",Noisy,Claim
36,MEDICAID,323538O0qEjW,Brandenberg,Shell, ,10/21/1948,F,Brandenberg,Shell, ,405 Onsgard Trail,UNIT 476,Washington,D.C.,20009,202-129-8610,SELF,405 Onsgard Trail,UNIT 476,Washington,D.C.,20009,202-129-8610,OTHER,PART-TIME STUDENT,NO,NO,NO,5/2/2018,,,,E11.9,,,,5/2/2018,5/2/2018,11,99310,,,,,1,1139.19,1,1456122224,5/2/2018,5/2/2018,2,99395,,,,,1,577.23,1,1879008081,5/2/2018,5/2/2018,31,99221,,,,,1,843.09,1,1794634850,5/2/2018,5/2/2018,12,69210,,,,,1,1541.06,1,2265005859,5/2/2018,5/2/2018,31,99348,,,,,1,441.37,1,2265005859,5/2/2018,5/2/2018,11,69210,,,,,1,1732.46,1,1153393968,63-7328709,145-77-6533,6274.4,0,6274.4,"51 Canary Road, Washington D.C., 20056","51 Canary Road, Washington D.C., 20056",Noisy,Claim
37,MEDICAID,5wz4NVt28z8q,Cordaroy,Grannie, ,4/1/1959,M,Cordaroy,Grannie, ,3 Garrison Parkway,UNIT 481,Washington,D.C.,20269,202-942-0116,SELF,3 Garrison Parkway,UNIT 481,Washington,D.C.,20269,202-942-0116,OTHER,FULL-TIME STUDENT,NO,NO,NO,6/2/2020,,,,E11.9,,R06.02,,6/2/2020,6/2/2020,11,99213,N3,3U,26,P1,1,1189.9,1,2292387037,6/2/2020,6/2/2020,31,99204,N4,KP,WS,6X,1,1198.46,1,1153393968,6/2/2020,6/2/2020,2,99221,5,O8,6U,GA,1,434.67,1,2303217404,6/2/2020,6/2/2020,31,81002,0F,6V,6U,GA,1,1481.05,1,1817398960,6/2/2020,6/2/2020,31,99395,1T,L3,S8,E0,1,1750.36,1,2374300175,6/2/2020,6/2/2020,2,99214,73,8H,Z6,13,1,1645.47,1,1018493702,94-2538967,373-59-9402,7699.91,0,7699.91,"230 Lighthouse Bay Pass, Washington D.C., 20059","230 Lighthouse Bay Pass, Washington D.C., 20059",Noisy,Claim
38,MEDICAID,eM0d054X755S,Alejo,Goddard, ,12/20/1995,M,Alejo,Goddard, ,63611 Nelson Circle,,Washington,D.C.,20126,202-122-5793,SELF,63611 Nelson Circle,,Washington,D.C.,20126,202-122-5793,MARRIED,PART-TIME STUDENT,NO,NO,NO,7/13/2020,7/21/2015,Orthopaedic Healthcare Practice,2303217404,E78.00,F10.1,,,7/13/2020,7/13/2020,11,99310,22,P8,ZD,,1,1822.83,1,2402879641,7/13/2020,7/13/2020,21,99310,34,8D,RN,,1,1028.13,1,2047646400,7/13/2020,7/13/2020,2,81002,O4,JQ,JK,,1,339.2,1,1173953828,7/13/2020,7/13/2020,12,99213,0Y,90,JK,,1,1395.26,1,2141027533,7/13/2020,7/13/2020,2,99211,89,8X,D9,,1,641.39,1,2141027533,7/13/2020,7/13/2020,12,99310,4W,62,U8,,1,1263.09,1,2292387037,68-1475900,405-90-3549,6489.9,0,6489.9,"590 Goodland Center, Washington D.C., 20060","590 Goodland Center, Washington D.C., 20060",Noisy,Claim
39,MEDICAID,353I7Q94jE47,Amys,Davita, ,8/31/2018,F,Amys,Davita, ,1 Maple Court,UNIT 867,Washington,D.C.,20380,202-089-4403,SELF,1 Maple Court,UNIT 867,Washington,D.C.,20380,202-089-4403,OTHER,PART-TIME STUDENT,NO,NO,NO,8/15/2019,,,,R05,,,,8/15/2019,8/15/2019,12,99349,H6,,,,1,519.84,1,1214955140,8/15/2019,8/15/2019,11,99309,1,,,,1,1136.15,1,2292387037,8/15/2019,8/15/2019,11,90688,P1,,,,1,995.33,1,2777193110,8/15/2019,8/15/2019,12,99214,R1,,,,1,560.28,1,1528997797,8/15/2019,8/15/2019,12,99222,QR,,,,1,1600.08,1,2374300175,8/15/2019,8/15/2019,31,99212,5X,,,,1,861.75,1,2303217404,54-2212179,207-86-3499,5673.43,0,5673.43,"54393 Dwight Drive, Washington D.C., 20059","54393 Dwight Drive, Washington D.C., 20059",Noisy,Claim
40,MEDICAID,jc6f1ubI8278,Stopforth,Fred, ,2/1/2002,M,Stopforth,Fred, ,6 Amoth Point,,Washington,D.C.,20118,202-897-3487,SELF,6 Amoth Point,,Washington,D.C.,20118,202-897-3487,SINGLE,FULL-TIME STUDENT,NO,NO,NO,7/3/2020,8/10/2015,Dr. Rochella Yukhnini,1018493702,F10.1,C34.90,R11.2,,7/3/2020,7/3/2020,31,99212,,,,,1,1448.38,1,2747742614,7/3/2020,7/3/2020,2,99204,,,,,1,1103.13,1,2303217404,7/3/2020,7/3/2020,2,99213,,,,,1,1813.04,1,2951611356,7/3/2020,7/3/2020,12,99205,,,,,1,1700.53,1,1173953828,7/3/2020,7/3/2020,21,99306,,,,,1,1838,1,1251486319,7/3/2020,7/3/2020,11,96127,,,,,1,1620.17,1,1018493702,94-9363811,702-15-4092,9523.25,0,9523.25,"111 Ridge Oak Junction, Washington D.C., 20052","111 Ridge Oak Junction, Washington D.C., 20052",Noisy,Claim
41,MEDICAID,44YQSTT0691L,Brownrigg,Rubi, ,5/3/2008,F,Brownrigg,Rubi, ,995 Nova Pass,,Washington,D.C.,20096,202-710-9254,SELF,995 Nova Pass,,Washington,D.C.,20096,202-710-9254,SINGLE,PART-TIME STUDENT,NO,NO,NO,4/2/2019,4/10/2017,Psychiatric Medical Practice,2283062518,R29.6,E11.9,,R29.6,4/2/2019,4/2/2019,12,99395,,,,,1,805.88,1,1085601728,4/2/2019,4/2/2019,12,99212,,,,,1,1211.62,1,2867882669,4/2/2019,4/2/2019,12,99310,,,,,1,1945.17,1,2141027533,4/2/2019,4/2/2019,31,99233,,,,,1,570.94,1,2265005859,4/2/2019,4/2/2019,21,99221,,,,,1,1642.77,1,2265005859,4/2/2019,4/2/2019,2,93000,,,,,1,1002.05,1,2525942599,56-8077714,209-66-8798,7178.43,0,7178.43,"9776 Bultman Trail, Washington D.C., 20057","9776 Bultman Trail, Washington D.C., 20057",Noisy,Claim
42,MEDICAID,b0MnVOR1yoWM,Bougen,Lyman, ,9/14/1986,M,Bougen,Lyman, ,92 Prairie Rose Circle,,Washington,D.C.,20223,202-022-6666,SELF,92 Prairie Rose Circle,,Washington,D.C.,20223,202-022-6666,MARRIED,FULL-TIME STUDENT,NO,NO,NO,10/6/2019,,,,R29.6,,N39.0,,10/6/2019,10/6/2019,2,99350,,,,,1,1991.79,1,1327732647,10/6/2019,10/6/2019,21,99203,,,,,1,1632.7,1,2637980735,10/6/2019,10/6/2019,2,93000,,,,,1,653.49,1,1581560652,10/6/2019,10/6/2019,31,99222,,,,,1,1344.19,1,1581560652,10/6/2019,10/6/2019,31,99221,,,,,1,1075.29,1,2292387037,10/6/2019,10/6/2019,11,99306,,,,,1,715.86,1,2525942599,13-4929283,187-83-4173,7413.32,0,7413.32,"1314 Anderson Parkway, Washington D.C., 20058","1314 Anderson Parkway, Washington D.C., 20058",Noisy,Claim
43,MEDICAID,C3eW5F5835Z2,Brett,Geoffry, ,8/24/1985,M,Brett,Geoffry, ,4090 Lakewood Center,UNIT 653,Washington,D.C.,20484,202-905-7498,SELF,4090 Lakewood Center,UNIT 653,Washington,D.C.,20484,202-905-7498,MARRIED,PART-TIME STUDENT,NO,NO,NO,10/25/2019,,,,R11.2,,,,10/25/2019,10/25/2019,2,99395,41,4R,A1,,1,1043.01,1,2107071811,10/25/2019,10/25/2019,12,99221,85,42,SB,,1,1289.18,1,2374300175,10/25/2019,10/25/2019,11,99306,83,EV,PJ,,1,1737.14,1,2047646400,10/25/2019,10/25/2019,31,99211,BY,A2,PJ,,1,973.92,1,2747742614,10/25/2019,10/25/2019,12,99350,AC,LH,M7,,1,1722.78,1,2374300175,10/25/2019,10/25/2019,12,99223,ZS,98,HO,,1,399,1,1513476213,46-4024535,413-70-5301,7165.03,0,7165.03,"37146 Donald Plaza, Washington D.C., 20053","37146 Donald Plaza, Washington D.C., 20053",Noisy,Claim
44,MEDICAID,5150XZ6QzHKm,Schiesterl,Charmian, ,2/1/2014,F,Schiesterl,Charmian, ,4008 Corscot Drive,,Washington,D.C.,20498,202-641-9255,SELF,4008 Corscot Drive,,Washington,D.C.,20498,202-641-9255,MARRIED,FULL-TIME STUDENT,NO,NO,NO,1/22/2020,9/12/2017,Internal Medicine Wellness Practice,2867882669,J30.2,R06.02,,,1/22/2020,1/22/2020,31,99348,B5,8W,2J,,1,571.8,1,1456122224,1/22/2020,1/22/2020,31,99214,8B,G9,98,,1,1150.71,1,1153393968,1/22/2020,1/22/2020,2,99306,67,ID,68,,1,1072.74,1,2107071811,1/22/2020,1/22/2020,31,99233,58,B0,68,,1,1375.91,1,1581560652,1/22/2020,1/22/2020,12,90471,6T,3J,36,,1,1455.34,1,1900020073,1/22/2020,1/22/2020,2,99233,2C,64,Q7,,1,535.54,1,2283062518,94-6400645,739-50-3573,6162.04,0,6162.04,"282 Maple Terrace, Washington D.C., 20058","282 Maple Terrace, Washington D.C., 20058",Noisy,Claim
